"","Player","Pos","Team","year","Age","G","PERz","WSper48z","BPMz","VORPz","score"
"4319","Derek Harper","PG","DAL",1997,35,75,-0.29,-0.63,-0.29,-0.38,-1.59
"7474","Jason Thompson","PF","SAC",2011,24,75,-0.12,-0.24,-0.59,-0.65,-1.59
"8094","Joe Bryant","PF","SDC",1981,26,82,-0.31,-0.42,-0.4,-0.45,-1.59
"9141","Kemba Walker","PG","CHA",2012,21,66,0.2,-1.53,-0.07,-0.19,-1.59
"9459","Kevin Loder","SF","KCK",1982,22,71,-0.29,-0.55,-0.29,-0.45,-1.59
"9793","Kyle Korver","SG","ATL",2016,34,80,-1.07,-0.18,-0.15,-0.19,-1.59
"11506","Michael Holton","PG","POR",1988,26,82,-0.65,-0.09,-0.33,-0.52,-1.59
"11860","Mike Wilks","PG","SEA",2007,27,47,-0.34,-0.41,-0.33,-0.52,-1.59
"13551","Rick Mahorn","C","PHI",1991,32,80,-0.56,-0.11,-0.4,-0.52,-1.59
"15122","Steve Harris","SG","HOU",1986,22,57,-0.02,-0.26,-0.66,-0.65,-1.59
"16594","Vladimir Radmanovic","SF","LAL , CHA",2009,28,78,-0.75,-0.55,-0.04,-0.25,-1.59
"997","Antonio Davis","C","TOR",2003,34,53,0.1,-0.68,-0.48,-0.52,-1.58
"1829","Brandon Rush","SG","IND",2011,25,67,-0.85,-0.41,-0.07,-0.25,-1.58
"3240","Courtney Alexander","SG","WAS",2002,24,56,-0.12,-0.22,-0.59,-0.65,-1.58
"5109","Ed Nealy","PF","SAS",1987,26,60,-0.68,0.06,-0.44,-0.52,-1.58
"7587","Jeff Cook","PF","CLE , PHO",1983,26,75,-0.68,-0.26,-0.26,-0.38,-1.58
"8855","Julian Wright","SF","TOR",2011,23,52,-0.48,-1,0.22,-0.32,-1.58
"13241","Raul Lopez","PG","UTA",2005,24,31,-0.29,-0.48,-0.29,-0.52,-1.58
"15765","Todd Day","SG","BOS , MIL",1996,26,79,-0.14,-0.79,-0.26,-0.38,-1.58
"15916","Tony Battie","C","ORL",2006,29,82,-0.46,-0.17,-0.44,-0.52,-1.58
"4677","Dominic McGuire","PF","GSW",2012,26,64,-0.56,-0.55,-0.07,-0.38,-1.57
"5817","Gary Harris","SG","DEN",2019,24,57,-0.46,-0.3,-0.37,-0.45,-1.57
"6529","Hersey Hawkins","SG","CHI",2000,33,61,-0.65,-0.28,-0.26,-0.38,-1.57
"6634","Ike Diogu","PF","IND , GSW",2007,23,59,0.2,0.04,-1.03,-0.78,-1.57
"7213","Jamie Feick","C","NJN",2000,25,81,-0.43,0.2,-0.63,-0.71,-1.57
"7555","Jaylen Brown","SG","BOS",2019,22,74,-0.14,-0.3,-0.55,-0.58,-1.57
"7986","Jim McIlvaine","C","SEA",1997,24,82,-0.73,0.11,-0.44,-0.52,-1.57
"8513","Johnny Davis","PG","IND",1980,24,82,-0.12,-0.35,-0.52,-0.58,-1.57
"9730","Kurt Rambis","PF","LAL",1984,25,47,-0.78,0.06,-0.33,-0.52,-1.57
"9939","Langston Galloway","SG","DET",2019,27,80,-0.82,0.04,-0.33,-0.45,-1.57
"11290","Maurice Harkless","SF","ORL",2013,19,76,-0.38,-0.61,-0.26,-0.32,-1.57
"11435","Michael Cage","C","PHI",1997,35,82,-0.92,-0.26,-0.07,-0.32,-1.57
"14623","Sergio Rodriguez","PG","POR",2009,22,80,-0.38,-0.44,-0.29,-0.45,-1.57
"14828","Shelvin Mack","PG","UTA , ATL",2016,25,52,-0.12,-0.57,-0.37,-0.52,-1.57
"16790","Wesley Matthews","SF","DAL",2016,29,78,-0.78,-0.46,-0.15,-0.19,-1.57
"17038","Zaza Pachulia","C","MIL",2014,29,53,-0.02,-0.59,-0.44,-0.52,-1.57
"252","Alan Henderson","PF","ATL",2002,29,26,-0.17,-0.33,-0.48,-0.58,-1.56
"1135","Austin Rivers","SG","LAC",2018,25,61,-0.36,-0.67,-0.22,-0.32,-1.56
"2483","Charles Davis","SF","WSB",1983,24,74,-0.24,-0.57,-0.29,-0.45,-1.56
"5792","Garry Witts","SF","WSB",1982,22,46,-1.12,0.22,-0.15,-0.52,-1.56
"6301","Greg Ostertag","C","UTA",2003,29,81,-0.63,-0.15,-0.33,-0.45,-1.56
"9427","Kevin Garnett","C","BRK",2014,37,54,-0.19,-0.7,-0.22,-0.45,-1.56
"10506","Luke Walton","SF","LAL",2006,25,69,-0.6,-0.39,-0.18,-0.38,-1.56
"11667","Mike Brown","C","UTA",1992,28,82,-0.43,0.15,-0.63,-0.65,-1.56
"12977","Quinn Cook","PG","GSW",2019,25,74,-0.24,-0.18,-0.55,-0.58,-1.56
"13989","Ronnie Lester","PG","CHI",1983,24,65,-0.17,-0.65,-0.29,-0.45,-1.56
"16368","Tyronn Lue","PG","ATL , DAL",2008,30,50,-0.53,-0.22,-0.29,-0.52,-1.56
"16792","Wesley Matthews","SF","DAL",2018,31,63,-0.65,-0.61,-0.11,-0.19,-1.56
"605","Andre Roberson","SF","OKC",2017,25,79,-1.09,-0.13,-0.15,-0.19,-1.55
"833","Anthony Goldwire","PG","DEN",1998,26,82,-0.12,-0.52,-0.4,-0.52,-1.55
"1195","Baron Davis","PG","LAC",2009,29,65,0.1,-1.46,-0.07,-0.12,-1.55
"1443","Billy Thompson","SF","LAL",1987,23,59,-0.31,0.19,-0.77,-0.65,-1.55
"3809","Darrell Griffith","SG","UTA",1989,30,82,-0.43,-0.26,-0.4,-0.45,-1.55
"4122","Dee Brown","PG","TOR",2000,31,38,-0.56,-0.65,0.04,-0.38,-1.55
"4470","DeShawn Stevenson","SG","DAL",2011,29,72,-1.04,-0.33,0.07,-0.25,-1.55
"5491","Eric Williams","SF","BOS",2000,27,68,-0.56,-0.07,-0.4,-0.52,-1.55
"6155","Grant Hill","SF","PHO",2012,39,49,-0.43,-0.68,-0.11,-0.32,-1.55
"6771","J.J. Hickson","PF","SAC , POR",2012,23,54,0.2,-0.48,-0.63,-0.65,-1.55
"6900","Jahlil Okafor","C","PHI",2016,20,53,0.74,-1.02,-0.63,-0.65,-1.55
"7100","James Ennis","SF","MIA",2015,24,62,-0.63,-0.07,-0.33,-0.52,-1.55
"8076","Jodie Meeks","SG","ORL",2017,29,36,-0.24,-0.35,-0.44,-0.52,-1.55
"8436","John Shasky","C","MIA",1989,24,65,-0.34,0.09,-0.66,-0.65,-1.55
"13297","Raymond Felton","PG","NYK",2014,29,65,-0.29,-0.72,-0.22,-0.32,-1.55
"13806","Rodney Carney","SG","MIN",2009,24,67,-0.48,-0.61,-0.07,-0.38,-1.55
"15039","Stephen Graham","SG","CHA",2010,27,70,-0.7,0.04,-0.37,-0.52,-1.55
"15805","Tom Chambers","PF","UTA",1995,35,81,-0.38,0.11,-0.63,-0.65,-1.55
"2020","Brooks Thompson","PG","DEN , UTA",1997,26,67,-0.12,-0.76,-0.22,-0.45,-1.54
"3398","Dale Ellis","SF","DAL",1984,23,67,0.25,-0.48,-0.66,-0.65,-1.54
"4017","David Wesley","PG","NJN",1994,23,60,-0.26,-0.72,-0.11,-0.45,-1.54
"8591","Jon Koncak","C","ATL",1993,29,78,-1.19,-0.33,0.04,-0.05,-1.54
"9689","Kosta Koufos","C","SAC",2017,27,71,-0.07,-0.05,-0.7,-0.71,-1.54
"9703","Kris Humphries","PF","TOR",2007,21,60,-0.14,0.28,-0.96,-0.71,-1.54
"10102","Latrell Sprewell","SG","GSW",1995,24,69,0.01,-1.07,-0.22,-0.25,-1.54
"11179","Matt Barnes","SF","MEM",2016,35,76,-0.58,-0.67,-0.11,-0.19,-1.54
"12982","Quintin Dailey","SG","CHI",1985,24,79,0.27,-0.61,-0.55,-0.65,-1.54
"13493","Richard Jefferson","SF","CLE",2016,35,74,-1.07,0.13,-0.22,-0.38,-1.54
"14399","Scot Pollard","C","IND",2005,29,49,-0.7,0.22,-0.48,-0.58,-1.54
"15287","T.J. Ford","PG","MIL",2006,22,72,-0.24,-0.83,-0.22,-0.25,-1.54
"15291","T.J. Ford","PG","IND",2010,26,47,-0.17,-0.63,-0.29,-0.45,-1.54
"15447","Terry Cummings","PF","MIL",1996,34,81,-0.04,-0.22,-0.63,-0.65,-1.54
"16459","Vernon Maxwell","SG","SAC",1999,33,46,-0.36,-0.33,-0.33,-0.52,-1.54
"16948","Xavier McDaniel","SF","BOS",1994,30,82,0.1,-0.68,-0.44,-0.52,-1.54
"336","Alexander Volkov","C","ATL",1990,25,72,-0.53,-0.33,-0.22,-0.45,-1.53
"1275","Beno Udrih","PG","SAC",2008,25,65,-0.19,-0.67,-0.29,-0.38,-1.53
"4271","Denzel Valentine","SG","CHI",2018,24,77,-0.48,-0.65,-0.15,-0.25,-1.53
"5295","Elliot Perry","PG","NJN",2000,30,60,0.18,-0.68,-0.44,-0.58,-1.53
"5734","Fred Hoiberg","SG","CHI",2003,30,63,-0.95,-0.28,0.07,-0.38,-1.53
"6472","Hedo Turkoglu","SF","ORL",2012,32,53,-0.58,-0.59,-0.11,-0.25,-1.53
"6725","Ish Smith","PG","WAS",2020,31,60,-0.07,-0.72,-0.29,-0.45,-1.53
"7228","JaMychal Green","PF","MEM",2018,27,55,-0.02,-0.24,-0.63,-0.65,-1.53
"8777","Josh McRoberts","PF","LAL",2012,24,50,-0.78,0.06,-0.29,-0.52,-1.53
"11528","Michael Kidd-Gilchrist","SF","CHA",2014,20,62,-0.51,0.11,-0.55,-0.58,-1.53
"12096","Mychal Thompson","C","POR",1986,31,82,-0.09,-0.44,-0.48,-0.52,-1.53
"12339","Norm Nixon","PG","LAL",1983,27,79,-0.04,-0.42,-0.48,-0.58,-1.53
"13325","Reggie Evans","PF","TOR",2011,30,30,-0.41,-0.28,-0.33,-0.52,-1.53
"14737","Shaun Livingston","PG","WAS , OKC",2010,24,36,-0.31,-0.41,-0.29,-0.52,-1.53
"15231","Steven Adams","C","OKC",2014,20,81,-0.7,0.41,-0.59,-0.65,-1.53
"15510","Terry Teagle","SG","GSW",1986,25,82,0.03,-0.42,-0.55,-0.58,-1.53
"268","Albert King","SF","NJN",1982,22,76,-0.14,-0.46,-0.4,-0.52,-1.52
"3456","Damon Jones","PG","DAL , GSW",2000,23,55,-0.24,-0.72,-0.11,-0.45,-1.52
"3473","Damon Stoudamire","PG","POR",2003,29,59,-0.48,-0.61,-0.11,-0.32,-1.52
"4339","Derek Strong","PF","ORL",1999,30,44,-0.48,0.31,-0.7,-0.65,-1.52
"4587","Dickey Simpkins","C","CHI",1999,26,50,-0.17,0.06,-0.7,-0.71,-1.52
"5082","Earl Watson","PG","MEM",2004,24,81,-0.31,-0.74,-0.15,-0.32,-1.52
"5452","Eric Piatkowski","SG","LAC",1996,25,65,-0.46,-0.39,-0.22,-0.45,-1.52
"5610","Fabricio Oberto","C","SAS",2009,33,54,-0.85,0.5,-0.59,-0.58,-1.52
"8214","Joel Anthony","C","MIA",2010,27,80,-0.95,0.35,-0.4,-0.52,-1.52
"8217","Joel Anthony","C","MIA",2013,30,62,-0.9,0.15,-0.26,-0.52,-1.52
"8645","Jonathon Simmons","SG","SAS",2016,26,55,-0.53,0.5,-0.77,-0.71,-1.52
"10179","Ledell Eackles","SG","WAS",1998,31,42,-0.46,-0.07,-0.4,-0.58,-1.52
"14517","Sean Elliott","SF","SAS",1997,28,39,-0.02,-0.76,-0.29,-0.45,-1.52
"15224","Steve Smith","SG","NOH",2004,34,71,-0.56,0.13,-0.52,-0.58,-1.52
"15244","Steven Hunter","PF","PHI",2007,25,70,-0.43,-0.13,-0.44,-0.52,-1.52
"15662","Tim Hardaway Jr.","SG","NYK",2014,21,81,-0.34,-0.22,-0.44,-0.52,-1.52
"930","Anthony Tolliver","PF","SAC",2017,31,65,-0.73,-0.31,-0.15,-0.32,-1.51
"2164","Byron Scott","SG","VAN",1996,34,80,-0.26,-0.61,-0.26,-0.38,-1.51
"2705","Chris Douglas-Roberts","SF","MIL",2011,24,44,-0.63,-0.07,-0.29,-0.52,-1.51
"5532","Ernie Grunfeld","SF","KCK",1980,24,80,-0.78,-0.09,-0.26,-0.38,-1.51
"5798","Gary Forbes","SG","TOR",2012,26,48,-0.19,-0.72,-0.15,-0.45,-1.51
"5862","Gary Trent Jr.","SG","POR",2020,21,53,-0.56,-0.39,-0.18,-0.38,-1.51
"6341","Gustavo Ayon","C","ORL , MIL",2013,27,55,-0.31,-0.28,-0.4,-0.52,-1.51
"6935","Jalen Brunson","PG","DAL",2019,22,73,-0.31,-0.28,-0.4,-0.52,-1.51
"7015","Jamal Mashburn","SF","NOH",2004,31,19,0.15,-0.81,-0.33,-0.52,-1.51
"9368","Kevin Duckworth","C","POR",1990,25,82,-0.19,0.02,-0.63,-0.71,-1.51
"9933","Landry Shamet","SG","PHI , LAC",2019,21,79,-0.75,0.06,-0.37,-0.45,-1.51
"9948","LaPhonso Ellis","PF","ATL",2000,29,58,-0.04,-0.41,-0.48,-0.58,-1.51
"10124","Lavoy Allen","PF","IND",2017,27,61,-0.6,0.02,-0.4,-0.52,-1.51
"10473","Luke Babbitt","PF","NOP",2014,24,27,-0.48,-0.33,-0.18,-0.52,-1.51
"11044","Marko Jaric","PG","LAC",2004,25,58,-0.36,-0.92,-0.04,-0.19,-1.51
"11089","Marreese Speights","C","GSW",2014,26,79,0.27,0.2,-1.14,-0.85,-1.51
"11097","MarShon Brooks","SG","BRK",2013,24,73,-0.14,-0.44,-0.4,-0.52,-1.51
"11710","Mike Evans","SG","DEN",1987,31,81,-0.12,-0.65,-0.29,-0.45,-1.51
"11756","Mike James","PG","MIN",2007,31,82,-0.19,-0.5,-0.37,-0.45,-1.51
"12702","Paul McPherson","PG","PHO , GSW",2001,22,55,-0.12,-0.33,-0.48,-0.58,-1.51
"13039","Raja Bell","SG","UTA",2004,27,82,-0.34,-0.07,-0.52,-0.58,-1.51
"14150","Russ Schoene","PF","SEA",1988,27,81,-0.14,-0.09,-0.63,-0.65,-1.51
"14367","Sasha Danilovic","SG","MIA , DAL",1997,26,56,-0.78,-0.33,-0.15,-0.25,-1.51
"15075","Sterling Brown","SG","MIL",2019,23,58,-0.78,0.11,-0.33,-0.52,-1.51
"16450","Vernon Maxwell","SG","SAS , HOU",1990,24,79,-0.63,-0.44,-0.18,-0.25,-1.51
"16561","Vitaly Potapenko","C","BOS , CLE",1999,23,50,-0.12,-0.3,-0.52,-0.58,-1.51
"901","Anthony Peeler","SG","MIN",1999,29,28,-0.58,-0.5,-0.04,-0.38,-1.5
"5626","Felipe Lopez","SG-PG","WAS , MIN",2001,26,70,-0.38,-0.65,-0.15,-0.32,-1.5
"7945","Jim Brewer","PF","LAL",1982,30,71,-0.97,-0.07,-0.07,-0.38,-1.5
"11048","Marko Jaric","SG","MIN",2008,29,75,-0.48,-0.72,-0.11,-0.19,-1.5
"16348","Tyrone Hill","PF","PHI",2001,32,76,-0.41,0.35,-0.66,-0.78,-1.5
"4272","Denzel Valentine","SF","CHI",2020,26,36,-0.26,-0.81,0.04,-0.45,-1.49
"5064","Earl Cureton","PF","PHI",1982,24,66,-0.31,0.2,-0.74,-0.65,-1.49
"5668","Francisco Garcia","SF","HOU",2014,32,55,-1.17,-0.26,0.19,-0.25,-1.49
"6877","Jacque Vaughn","PG","ATL",2002,26,82,-0.24,-0.02,-0.59,-0.65,-1.49
"9237","Kenny Carr","PF","POR",1985,29,48,-0.17,-0.02,-0.66,-0.65,-1.49
"10062","Larry Smith","PF","GSW",1986,28,77,-0.17,-0.13,-0.55,-0.65,-1.49
"10423","Luc Longley","C","PHO",1999,30,39,-0.14,0,-0.7,-0.65,-1.49
"12420","Omari Spellman","PF","ATL",2019,21,46,-0.41,-0.41,-0.22,-0.45,-1.49
"14244","Sam Bowie","C","LAL",1994,32,25,-0.12,-0.35,-0.44,-0.58,-1.49
"1110","Austin Carr","SG","CLE",1980,31,77,0.05,-0.61,-0.4,-0.52,-1.48
"2169","C.J. Miles","SG","UTA",2009,21,72,-0.56,-0.11,-0.37,-0.45,-1.48
"6170","Grant Long","PF","VAN",2001,34,66,-0.65,-0.26,-0.18,-0.38,-1.48
"6931","Jakob Poeltl","C","TOR",2017,21,54,-0.46,0.61,-0.92,-0.71,-1.48
"7449","Jason Smith","C","ORL",2016,29,76,0.13,-0.37,-0.59,-0.65,-1.48
"8551","Johnny Newman","SG","MIL",1996,32,82,-0.63,-0.24,-0.29,-0.32,-1.48
"12226","Nick Calathes","SG","MEM",2014,24,71,-0.43,-0.55,-0.11,-0.38,-1.48
"13165","Randy Wittman","SG","ATL",1988,28,82,-0.6,-0.41,-0.22,-0.25,-1.48
"14138","Rudy Tomjanovich","PF","HOU",1981,32,52,-0.14,-0.24,-0.52,-0.58,-1.48
"15146","Steve Johnson","C","KCK , CHI",1984,26,81,0.18,-0.24,-0.7,-0.71,-1.48
"597","Andre Miller","PG","WAS , SAC",2015,38,81,-0.19,-0.15,-0.55,-0.58,-1.47
"928","Anthony Tolliver","PF","DET , PHO",2015,29,76,-0.73,0,-0.29,-0.45,-1.47
"3200","Corie Blount","PF-C","CHI , TOR",2004,35,62,-0.53,-0.13,-0.29,-0.52,-1.47
"4337","Derek Strong","PF","ORL",1997,28,82,-0.12,0.13,-0.7,-0.78,-1.47
"4934","Duane Ferrell","SF","ATL",1993,27,82,-0.09,-0.28,-0.52,-0.58,-1.47
"5695","Frank Kaminsky","C","CHO",2017,23,75,-0.26,-0.67,-0.22,-0.32,-1.47
"5959","Gerald Glass","SF","MIN",1991,23,51,0.45,-1.03,-0.37,-0.52,-1.47
"6399","Harold Miner","SG","MIA",1993,21,73,0.05,-0.42,-0.52,-0.58,-1.47
"6659","Ira Newble","SF","ATL",2002,27,42,-0.63,-0.05,-0.33,-0.45,-1.47
"7367","Jason Collins","C","NJN",2004,25,78,-1,0.24,-0.33,-0.38,-1.47
"8849","Jud Buechler","SF","DET",2001,32,57,-1.02,0.11,-0.11,-0.45,-1.47
"9709","Kris Humphries","PF","BRK",2013,27,65,-0.12,0.31,-0.88,-0.78,-1.47
"10778","Marcus Liberty","SF","DEN",1993,24,78,-0.38,-0.48,-0.22,-0.38,-1.47
"11770","Mike McGee","SG","NJN",1989,29,80,-0.21,-0.68,-0.26,-0.32,-1.47
"14062","Roy Hinson","SF","PHI",1987,25,76,-0.14,-0.09,-0.59,-0.65,-1.47
"14677","Shane Battier","SF","MIA",2014,35,73,-1.31,-0.26,0.22,-0.12,-1.47
"16309","Tyler Zeller","C","BOS",2017,27,51,-0.26,0.04,-0.66,-0.58,-1.47
"1834","Brandon Rush","SG","GSW",2016,30,72,-0.97,-0.04,-0.07,-0.38,-1.46
"3244","Courtney Lee","SG","NJN",2010,24,71,-0.31,-0.54,-0.29,-0.32,-1.46
"3774","Darnell Valentine","PG","LAC",1987,27,65,0.1,-1.16,-0.15,-0.25,-1.46
"6810","J.R. Smith","SG","NOK",2006,20,55,-0.34,-0.59,-0.15,-0.38,-1.46
"8543","Johnny Newman","SF","NYK",1988,24,77,-0.48,0.02,-0.48,-0.52,-1.46
"8593","Jon Koncak","C","ATL",1995,31,62,-1.12,0.04,0,-0.38,-1.46
"9132","Kelvin Ransey","PG","POR",1981,22,80,0.2,-0.67,-0.48,-0.52,-1.46
"9678","Kornel David","SF","CHI",1999,27,50,-0.12,-0.04,-0.66,-0.65,-1.46
"10331","Loren Woods","C","MIA",2004,25,38,-0.43,0.15,-0.59,-0.58,-1.46
"10725","Marco Belinelli","SG","NOH",2012,25,66,-0.53,-0.39,-0.22,-0.32,-1.46
"10867","Mark Aguirre","SF","DET",1992,32,75,-0.09,-0.48,-0.37,-0.52,-1.46
"11046","Marko Jaric","PG","MIN",2006,27,75,-0.58,-0.72,-0.04,-0.12,-1.46
"11688","Mike Dunleavy","SF","GSW",2003,22,82,-0.38,-0.68,-0.07,-0.32,-1.46
"12523","Ozell Jones","C","SAS",1985,24,67,-0.65,-0.35,-0.07,-0.38,-1.46
"15646","Tim Frazier","PG","WAS",2018,27,59,-0.68,-0.22,-0.11,-0.45,-1.46
"16726","Wayne Cooper","C","DAL",1982,25,76,-0.07,-0.3,-0.52,-0.58,-1.46
"1537","Bob Gross","SF","POR",1980,26,62,-0.51,-0.76,0,-0.19,-1.45
"2301","Carl Thomas","SG","CLE , ORL",1998,28,43,-0.78,-0.33,0.11,-0.45,-1.45
"3560","Daniel Gibson","PG","CLE",2007,20,60,-1.14,0.11,-0.04,-0.38,-1.45
"3697","Danny Young","PG","DET",1993,30,65,-0.9,-0.2,0.04,-0.38,-1.45
"5593","Evan Turner","SF","PHI",2012,23,65,-0.36,-0.44,-0.26,-0.38,-1.45
"6573","Hot Rod Williams","C","PHO",1996,33,62,-0.41,-0.22,-0.37,-0.45,-1.45
"6800","J.R. Reid","C","CHH",1992,23,51,0.01,-0.18,-0.63,-0.65,-1.45
"7363","Jason Collier","C","ATL",2004,26,20,0.13,0.24,-1.11,-0.71,-1.45
"7473","Jason Thompson","C","SAC",2010,23,75,0.13,-0.2,-0.66,-0.71,-1.45
"8778","Josh McRoberts","PF","CHA , ORL",2013,25,67,-0.34,-0.37,-0.29,-0.45,-1.45
"8810","Josh Smith","SF","DET",2014,28,77,0.01,-1.33,-0.07,-0.05,-1.45
"9633","Kirk Hinrich","SG-PG","WAS , ATL",2011,30,72,-0.43,-0.44,-0.26,-0.32,-1.45
"11568","Michael Ruffin","C","MIL",2008,31,46,-0.48,0.06,-0.44,-0.58,-1.45
"13244","Raul Neto","PG","UTA",2018,25,41,-0.53,-0.11,-0.29,-0.52,-1.45
"14827","Shelvin Mack","PG","ATL",2015,24,55,-0.21,-0.31,-0.4,-0.52,-1.45
"16603","Vladimir Stepania","C","MIA",2003,26,79,-0.12,-0.05,-0.63,-0.65,-1.45
"17035","Zaza Pachulia","C","ATL",2011,26,79,-0.41,0.48,-0.81,-0.71,-1.45
"3749","Darius Songaila","C","WAS",2009,30,77,-0.04,-0.3,-0.52,-0.58,-1.44
"4346","DerMarr Johnson","SG","DEN",2006,25,58,-0.58,-0.41,-0.07,-0.38,-1.44
"4466","DeShawn Stevenson","SG","WAS",2007,25,82,-0.29,-0.57,-0.26,-0.32,-1.44
"5033","E'Twaun Moore","SG","NOP",2018,28,82,-0.48,-0.2,-0.37,-0.38,-1.44
"5107","Ed Nealy","PF","KCK",1984,23,71,-1.19,0.17,-0.04,-0.38,-1.44
"5247","Ekpe Udoh","C","GSW , MIL",2012,24,61,-0.38,-0.28,-0.33,-0.45,-1.44
"5362","Enes Kanter","C","UTA",2012,19,66,0.1,0.06,-0.88,-0.71,-1.44
"6779","J.J. Redick","SG","ORL",2009,24,64,-1.02,0.11,-0.15,-0.38,-1.44
"8933","Justise Winslow","PF","MIA",2018,21,68,-0.63,-0.31,-0.18,-0.32,-1.44
"9557","Kevin Willis","PF","MIA , ATL",1995,32,67,0.49,-0.35,-0.74,-0.85,-1.44
"9585","Keyon Dooling","PG","MIL",2011,30,80,-0.68,-0.22,-0.22,-0.32,-1.44
"12402","Oliver Miller","C","DAL , TOR",1997,26,61,-0.24,-0.35,-0.33,-0.52,-1.44
"13000","Qyntel Woods","SF","NYK",2006,24,49,-0.41,-0.57,-0.07,-0.38,-1.44
"14285","Sam Mitchell","SF","MIN",1996,32,78,-0.26,0.06,-0.59,-0.65,-1.44
"407","Alonzo Gee","SG","CLE",2012,24,63,-0.21,-0.54,-0.29,-0.38,-1.43
"2244","Calvin Murphy","PG","HOU",1983,34,64,0.18,-0.68,-0.4,-0.52,-1.43
"2266","Campy Russell","SF","NYK",1981,29,79,-0.29,-0.39,-0.37,-0.38,-1.43
"3165","Corey Brewer","SF-SG","LAL , OKC",2018,31,72,-0.7,-0.02,-0.26,-0.45,-1.43
"3174","Corey Maggette","SF","ORL",2000,20,77,0.01,-0.02,-0.7,-0.71,-1.43
"4294","Derek Fisher","SG","LAL",2004,29,82,-0.63,-0.48,-0.07,-0.25,-1.43
"5276","Elfrid Payton","PG","ORL",2015,20,82,-0.07,-0.89,-0.22,-0.25,-1.43
"6756","J.J. Barea","SG","DAL",2009,24,79,-0.17,-0.48,-0.33,-0.45,-1.43
"7734","Jelani McCoy","C","SEA",2000,22,58,-0.21,0.13,-0.7,-0.65,-1.43
"7967","Jim Jackson","SF","MIA",2002,31,55,-0.68,-0.35,-0.15,-0.25,-1.43
"10202","Leon Douglas","C","KCK",1981,26,79,-0.38,0.37,-0.7,-0.71,-1.43
"10285","Lionel Hollins","PG","PHI",1982,28,81,-0.38,-0.37,-0.29,-0.38,-1.43
"10294","Lionel Simmons","SF","SAC",1996,27,54,-0.6,-0.55,0.11,-0.38,-1.43
"11297","Maurice Harkless","SF","LAC , NYK",2020,26,62,-1.07,-0.04,-0.07,-0.25,-1.43
"11657","Mike Bratz","PG","GSW",1984,28,82,-0.29,-0.54,-0.22,-0.38,-1.43
"13061","Rajon Rondo","PG","LAL",2020,33,48,-0.41,-0.35,-0.22,-0.45,-1.43
"14289","Sam Mitchell","SF","MIN",2000,36,66,-0.51,0,-0.4,-0.52,-1.43
"16397","Tyson Chandler","C","LAL , PHO",2019,36,55,-0.7,0.41,-0.55,-0.58,-1.43
"1510","Blue Edwards","SG","VAN",1998,32,81,0.1,-0.74,-0.33,-0.45,-1.42
"1850","Brendan Haywood","C","DAL",2011,31,72,-0.58,0.22,-0.48,-0.58,-1.42
"2323","Carlos Boozer","PF","CHI",2014,32,76,0.08,-0.3,-0.55,-0.65,-1.42
"2383","Cartier Martin","SF","WAS",2011,26,52,-0.58,-0.39,0,-0.45,-1.42
"4620","Dion Glover","SG","ATL",2003,24,76,-0.14,-0.5,-0.33,-0.45,-1.42
"4703","Don Buse","PG","KCK",1985,34,65,-0.87,-0.52,0.22,-0.25,-1.42
"6952","Jalen Rose","SF-SG","TOR , NYK",2006,33,72,-0.04,-0.59,-0.33,-0.45,-1.42
"7118","James Hardy","PF","UTA",1981,24,23,-0.53,-0.52,0.07,-0.45,-1.42
"7597","Jeff Foster","C","IND",2003,26,77,-0.51,0.11,-0.44,-0.58,-1.42
"7892","Jerry Reynolds","SF","MIL",1987,24,58,-0.29,-0.85,0.04,-0.32,-1.42
"8233","Joel Kramer","PF","PHO",1982,26,56,-0.9,0,-0.07,-0.45,-1.42
"10535","Luther Head","PG","SAC",2011,28,36,-0.58,-0.35,-0.04,-0.45,-1.42
"13056","Rajon Rondo","PG","DAL , BOS",2015,28,68,-0.14,-1.02,-0.07,-0.19,-1.42
"14634","Shabazz Muhammad","SF","MIN",2016,23,82,0.27,-0.28,-0.7,-0.71,-1.42
"277","Alec Burks","SG","UTA",2012,20,59,-0.02,-0.3,-0.52,-0.58,-1.41
"1641","Bobby Portis","PF","WAS , CHI",2019,23,50,0.49,-0.59,-0.66,-0.65,-1.41
"1927","Brian Grant","C","MIA",2004,31,76,-0.48,0.17,-0.52,-0.58,-1.41
"2272","Caris LeVert","SF","BRK",2017,22,57,-0.43,-0.41,-0.18,-0.38,-1.41
"6167","Grant Long","PF","DET",1998,31,40,-1,0.22,-0.18,-0.45,-1.41
"6831","Jabari Parker","PF","CHI , WAS",2019,23,64,0.35,-0.98,-0.33,-0.45,-1.41
"9238","Kenny Carr","PF","POR",1986,30,55,-0.19,0.06,-0.63,-0.65,-1.41
"10418","Luc Longley","C","MIN , CHI",1994,25,76,-0.14,-0.39,-0.37,-0.52,-1.41
"11352","Melvin Turpin","C","CLE",1985,24,79,-0.24,-0.31,-0.4,-0.45,-1.41
"11735","Mike Gminski","C","CHH , PHI",1991,31,80,-0.02,-0.54,-0.4,-0.45,-1.41
"13823","Rodney McCray","SF","DAL",1992,30,75,-0.36,-0.65,-0.15,-0.25,-1.41
"14837","Sherman Douglas","PG","BOS",1994,27,78,0.05,-0.85,-0.29,-0.32,-1.41
